	median_acc_expression_pao1	median_acc_expression_pa14	SRA label	Our label
ERX541572	82.03025888580007	5.53408646291244	NA	PAO1-like
ERX541573	82.58985047408065	2.70117968927145	NA	PAO1-like
ERX541574	87.96709672416534	2.41626751351959	NA	PAO1-like
ERX541575	76.433101094356	4.01080312246558	NA	PAO1-like
ERX541576	79.0831457741304	3.6714432420892	NA	PAO1-like
ERX541577	63.12311145107605	4.02124572256028	NA	PAO1-like
ERX541578	75.65879146479179	3.9180014070654905	NA	PAO1-like
ERX541579	90.59862633638414	2.70219135314533	NA	PAO1-like
ERX541580	92.4973559017786	2.7713406023176606	NA	PAO1-like
ERX541581	71.1463120876889	3.2215769772409506	NA	PAO1-like
ERX541582	65.4317843949127	3.37905793399678	NA	PAO1-like
ERX541583	81.62570452794455	2.75601197843029	NA	PAO1-like
ERX541584	86.09024979437856	2.4938229903140696	NA	PAO1-like
ERX541585	89.5248811080206	3.62191691115634	NA	PAO1-like
ERX541586	79.22849639707171	4.1878444537493	NA	PAO1-like
ERX541587	79.9458269338456	3.6091966851079	NA	PAO1-like
ERX541588	81.521359613253	3.2688221934547697	NA	PAO1-like
ERX541589	73.74182529599406	1.3639198516414	NA	PAO1-like
ERX541590	82.42436206193204	2.57118892652135	NA	PAO1-like
ERX541591	151.770752046657	1.29179293743477	NA	PAO1-like
ERX541592	145.935620141807	1.46795232780754	NA	PAO1-like
ERX541593	120.55938912315801	4.216837355431	NA	PAO1-like
ERX541594	120.0596243993955	4.07584860596243	NA	PAO1-like
ERX541595	93.512703315475	2.44464185107842	NA	PAO1-like
ERX541596	89.60416963687919	2.50892610105216	NA	PAO1-like
ERX676205	61.34385346117945	1.3999739425598503	PAO1	PAO1-like
ERX676206	75.35603311452371	1.7263017863706898	PAO1	PAO1-like
ERX676207	73.50516235541559	1.39122447315572	PAO1	PAO1-like
ERX676208	82.9806192057802	1.09815845122702	PAO1	PAO1-like
ERX676209	65.3786942500262	1.7464405670722902	PAO1	PAO1-like
ERX676210	71.30504006888896	1.87821370809829	PAO1	PAO1-like
ERX676211	67.55995981404925	1.8499344945243301	PAO1	PAO1-like
ERX676212	71.42621026827106	1.99223489031788	PAO1	PAO1-like
ERX676213	72.07340527163069	1.74330168169697	PAO1	PAO1-like
ERX676214	73.69970953213314	2.0266941482904	PAO1	PAO1-like
ERX676215	71.30925908599295	1.8274066723763	PAO1	PAO1-like
ERX676216	71.67184372817965	3.14328650130297	PAO1	PAO1-like
ERX1272616	22.17405926672115	0.143394275939624	NA	NA
ERX1272617	26.8125590362634	0.0920286376876275	NA	PAO1-like
ERX1272618	25.62547857663625	0.153585316286833	NA	PAO1-like
ERX1272619	26.142816340995005	0.142761656463781	NA	PAO1-like
ERX1296067	10.0928794391137	0.382183945220488	NA	NA
ERX1296068	10.679712570411116	0.363958443464247	NA	NA
ERX1296069	9.302495601086566	0.42688034134268205	NA	NA
ERX1296502	6.539762538820885	0.994405362319555	NA	NA
ERX1296503	8.11330272354369	0.435272629620027	NA	NA
ERX1296504	7.20665331030715	0.366537285645876	NA	NA
ERX1477379	1.1401499611065502	117.336317028767	PA14	PA14-like
ERX1477380	0.6555737658626031	96.3111702585879	PA14	PA14-like
ERX1477381	0.612869840075098	83.0251383887536	PA14	PA14-like
ERX1517773	91.30188751270455	1.7844452195219902	PAO1	PAO1-like
ERX1517774	80.168046802545	0.980892392195198	PAO1	PAO1-like
ERX1819482	81.4645517887026	0.26508070397288397	PAO1	PAO1-like
ERX1819483	81.28513284126336	0.19983880851460004	PAO1	PAO1-like
ERX1819484	86.08557694628595	0.12634469743309198	PAO1	PAO1-like
ERX1819485	68.44310607395306	0.178142231197761	PAO1	PAO1-like
ERX1819486	60.81663433549735	0.0662742184493472	PAO1	PAO1-like
ERX1819487	60.062981936238955	0.182965607558967	PAO1	PAO1-like
ERX1819488	73.79101988249565	0.161174089169186	PAO1	PAO1-like
ERX1819489	68.3120367322752	0.213036756982467	PAO1	PAO1-like
ERX1819490	58.78990409229455	0.0794743688516792	PAO1	PAO1-like
ERX2068556	77.1201547693773	0.7228053507893349	PAO1	PAO1-like
ERX2068557	86.17497463849335	2.6247298000054102	PAO1	PAO1-like
ERX2068558	82.21565104872654	0.42607268992915104	PAO1	PAO1-like
ERX2068559	117.016242551315	0.41627094510277296	PAO1	PAO1-like
ERX2068560	93.88026866408126	8.74791686888897	PAO1	PAO1-like
ERX2068561	80.16434093869856	11.151241608411699	PAO1	PAO1-like
ERX2174773	0.25446242877928	34.562602170541396	PA14	PA14-like
ERX2174774	0.27791105840616	36.431220562169955	PA14	PA14-like
ERX2174775	0.277380032925205	31.560030220542696	PA14	PA14-like
ERX2174776	0.31269276647440997	32.97035140290615	PA14	PA14-like
ERX2174777	0.361405337793421	32.861833552469946	PA14	PA14-like
ERX2174778	0.325450542678339	35.1407361453155	PA14	PA14-like
ERX2195929	75.98609842247565	0.31855488421206896	PAO1	PAO1-like
ERX2195930	78.98684496859646	0.20091146014548303	PAO1	PAO1-like
ERX2195931	80.17069483722909	0.30488789361429	PAO1	PAO1-like
ERX2195932	86.40050209248446	0.327971197789697	PAO1	PAO1-like
ERX2195933	88.77767757358275	1.04194163292851	PAO1	PAO1-like
ERX2195934	78.67981091848971	1.0699092238211847	PAO1	PAO1-like
ERX2259197	72.9776410066728	0.154762459453173	PAO1	PAO1-like
ERX2259198	72.3491212155275	0.43572570437722297	PAO1	PAO1-like
ERX2259199	87.13248482237668	0.517181470180734	PAO1	PAO1-like
ERX2259200	87.66568420869244	0.40979241450677795	PAO1	PAO1-like
ERX2290965	11.9866547254865	11.251459556507099	NA	NA
ERX2290966	11.305039292672902	10.783821389681401	NA	NA
ERX2290967	17.046558844525197	16.0532190492503	NA	NA
ERX2290968	14.261495483230199	13.4988077451685	NA	NA
ERX2290969	10.3118534388908	9.72994832235264	NA	NA
ERX2290970	9.56919793738742	9.04003361306004	NA	NA
ERX2290971	11.290314810615099	10.7186221675637	NA	NA
ERX2290972	6.7799852622709205	9.604722258345674	NA	NA
ERX2290973	6.54978348951087	18.162295550146197	NA	NA
ERX2290974	9.91921493087738	12.3095851157095	NA	NA
ERX2290975	7.60212797852021	14.138621588315802	NA	NA
ERX2290976	10.46591222166091	19.321718993800896	NA	NA
ERX2290977	14.0857333026474	13.291393321824	NA	NA
ERX2290978	10.329821172252199	9.78322692138636	NA	NA
ERX2290979	20.8076851065078	19.6340927415398	NA	NA
ERX2290980	7.3896848917546	13.8760008850165	NA	NA
ERX2290981	4.85517977305266	7.290002389338531	NA	NA
ERX2290982	8.9735053373996	8.90941926899667	NA	NA
ERX2290983	5.74551166562926	9.40774225828184	NA	NA
ERX2290984	8.71039839156489	10.5981409274494	NA	NA
ERX2290985	9.885837613098396	9.83977512572223	NA	NA
ERX2290986	6.305305691465531	8.1849209991987	NA	NA
ERX2290987	6.87444275483369	10.319468751758695	NA	NA
ERX2290988	5.662829407814059	9.51825212050282	NA	NA
ERX2290989	25.305407326888197	23.7737365627855	NA	PAO1-like
ERX2290990	16.3002834979039	14.9435040078001	NA	NA
ERX2290991	30.446448363029297	28.400243697126104	NA	NA
ERX2290992	24.366449400756398	22.7813405996903	NA	NA
ERX2290993	11.3177521118175	10.4921386360948	NA	NA
ERX2290994	6.72716410255305	12.4120260028865	NA	NA
ERX2290995	17.319462469268	16.2293555354152	NA	NA
ERX2290996	10.2584871205854	19.0006118560155	NA	NA
ERX2300159	52.268103569340695	1.32053296613681	PAO1	PAO1-like
ERX2300160	55.178563638130896	1.17596454066147	PAO1	PAO1-like
ERX2300161	55.900133023516	1.33484791849654	PAO1	PAO1-like
ERX2300162	44.7196601251505	1.7095045541586	PAO1	PAO1-like
ERX2300163	69.75504018533991	1.22722256534997	PAO1	PAO1-like
ERX2300164	71.34279667135715	1.16347438450759	PAO1	PAO1-like
ERX2300165	51.95033081343206	1.3810275540516999	PAO1	PAO1-like
ERX2300166	50.5528962347602	2.32161517546795	PAO1	PAO1-like
ERX2300167	56.96364105788605	1.4761428188424701	PAO1	PAO1-like
ERX2300168	61.873072390351204	1.31287240623078	PAO1	PAO1-like
ERX2300169	54.6242574010995	2.3846943437347203	PAO1	PAO1-like
ERX2300170	53.13597772444871	2.3788646133152898	PAO1	PAO1-like
ERX2326457	3.12907270395835	2.9936789593972652	NA	NA
ERX2326458	2.3289207673881203	2.0863658725962497	NA	NA
ERX2326461	5.259482664854806	3.72814908136509	NA	NA
ERX2326462	2.55721935273691	8.215172457868071	NA	NA
ERX2326463	0.237210432039463	67.73630579787155	PA14	PA14-like
ERX2326464	0.203729122206647	68.43175052346845	PA14	PA14-like
ERX2326467	1.05785918408207	109.7091111056715	PA14	PA14-like
ERX2326468	0.536559062350004	129.534526574047	PA14	PA14-like
ERX2326469	14.080145505145301	13.0770195221413	NA	NA
ERX2326470	20.9238676980306	19.0167925237763	NA	NA
ERX2326471	12.833146254779	11.6017684480353	NA	NA
ERX2326472	1.70644448138443	8.348508632863389	NA	NA
ERX2326474	17.1203179249937	16.1466749197441	NA	NA
ERX2326475	4.5133233649767694	4.3603974027109595	NA	NA
ERX2326476	6.32072156306799	5.93774421439361	NA	NA
ERX2326477	3.49104674455459	3.4085297130419905	NA	NA
ERX2326478	2.55932742428645	2.57334139250549	NA	NA
ERX2326479	8.975775126494948	8.26947514256832	NA	NA
ERX2326480	6.294175405996599	5.93452094379845	NA	NA
ERX2326481	18.7184634101431	17.2775929566102	NA	NA
ERX2326483	9.41715145977161	8.77805766387567	NA	NA
ERX2608048	4.831109263788485	0.86843502532195	NA	NA
ERX2608049	1.19163368091071	0.137476725795729	NA	NA
ERX2608050	0.998529449123971	0.141496269741119	NA	NA
ERX2608051	35.4404857344862	3.6610726353583503	NA	PAO1-like
ERX2608052	35.42277646226785	2.5760901226735	NA	PAO1-like
ERX2608053	32.7185190222705	2.900349188475885	NA	PAO1-like
ERX2608054	37.5728031327002	1.95350232725109	NA	PAO1-like
ERX2608055	5.3835709988639255	0.7253688502653409	NA	NA
ERX2608056	5.0196237283712	0.594510203978039	NA	NA
ERX2608057	1.24798666418007	0.16160570666084803	NA	NA
ERX2608058	1.1698833155980548	0.26666465774334697	NA	NA
ERX2608059	3.4593028018402805	0.32754452655732896	NA	NA
ERX2608060	6.349240903324045	0.36508967616316296	NA	NA
ERX2608061	1.9514166958158001	0.0856624305857845	NA	NA
ERX2608062	2.0979767888214402	0.22121614104718498	NA	NA
ERX2456848	85.51368070087881	0.274150238910997	PAO1	PAO1-like
ERX2456849	84.73265504428625	0.292247147081425	PAO1	PAO1-like
ERX2456850	83.02621154899934	0.209241720107381	PAO1	PAO1-like
ERX2456851	62.64869527788025	0.32130014098501897	PAO1	PAO1-like
ERX2456852	50.02131024208195	0.223494119656676	PAO1	PAO1-like
ERX2456853	48.944366447935096	0.20374450107609	PAO1	PAO1-like
ERX2456854	72.37328814221816	0.18563794616676896	PAO1	PAO1-like
ERX2456855	71.8909361818498	0.209901579721644	PAO1	PAO1-like
ERX2456856	77.7378995591578	0.209609485607362	PAO1	PAO1-like
ERX2456857	64.5386132984205	0.29678090887455394	PAO1	PAO1-like
ERX2456858	52.1051965969002	0.16394606570072398	PAO1	PAO1-like
ERX2456859	50.68701809071775	0.20695077078039498	PAO1	PAO1-like
ERX2813653	61.71560079970685	0.19693081120383496	PAO1	PAO1-like
ERX2813654	59.289980074027554	0.22989174980465402	PAO1	PAO1-like
ERX2813655	88.62152733609359	83.0570732828138	PAO1	NA
ERX2813656	50.59085446057905	0.213254088936246	PAO1	PAO1-like
ERX2813657	47.515849754317955	0.19973996944271502	PAO1	PAO1-like
ERX2813658	48.03214623077915	0.21024281646575102	PAO1	PAO1-like
ERX3284746	68.77685876965299	22.585123144523802	PAO1	PAO1-like
ERX3284747	69.4070226104714	13.7953367008324	PAO1	PAO1-like
ERX3284748	56.308345287758506	9.4609991588134	PAO1	PAO1-like
ERX3284749	68.7321015602958	16.8734273302964	PAO1	PAO1-like
ERX3284750	54.9263023623354	18.113810711217	PAO1	PAO1-like
ERX3284751	56.7704762706218	14.141331507995698	PAO1	PAO1-like
ERX3284752	51.101586571112705	4.58542205000328	PAO1	PAO1-like
ERX3284753	56.7328355089735	4.87601250988656	PAO1	PAO1-like
ERX3325033	68.34368482820929	16.8682574017135	PAO1	PAO1-like
ERX3325034	52.2829391105703	10.3709304970577	PAO1	PAO1-like
ERX3325035	47.8755261138248	9.61140976513555	PAO1	PAO1-like
ERX3325036	59.8319280513779	19.552394669551397	PAO1	PAO1-like
ERX3325037	50.1739471120359	24.567548708714103	PAO1	PAO1-like
ERX3325038	63.778738738284396	20.8834274756088	PAO1	PAO1-like
ERX3552239	42.4325399646665	0.275852124337119	PAO1	PAO1-like
ERX3552240	36.42129066798895	0.24900059223012802	PAO1	PAO1-like
ERX3552241	37.906433288285655	0.22222754077339701	PAO1	PAO1-like
ERX3552242	46.8551285847239	0.275980201937888	PAO1	PAO1-like
ERX3552243	48.76280874140495	0.17626060461376897	PAO1	PAO1-like
ERX3552244	41.3722887472337	0.208208142244068	PAO1	PAO1-like
ERX3552245	62.57627116710751	0.23768753134076503	PAO1	PAO1-like
ERX3552246	43.412670262726905	0.258114535615983	PAO1	PAO1-like
ERX3552247	45.3374697828017	0.250229956521201	PAO1	PAO1-like
ERX3552248	47.188884031516054	0.29103381421745195	PAO1	PAO1-like
ERX3552249	41.4044237371738	0.29497234759180296	PAO1	PAO1-like
ERX3552250	49.7433172422726	0.20451724957179104	PAO1	PAO1-like
ERX3552251	39.405184917134	0.273087292669435	PAO1	PAO1-like
ERX3552252	39.212445409807344	0.27048544131314	PAO1	PAO1-like
ERX3552253	40.07146290822435	0.28006655267691805	PAO1	PAO1-like
ERX3552254	46.200566681125956	0.24271212201748102	PAO1	PAO1-like
ERX3552255	39.06459795558595	0.258616009683633	PAO1	PAO1-like
ERX3552256	45.51337732350615	0.24723291805730102	PAO1	PAO1-like
ERX3552257	41.659028708269204	0.306839418827574	PAO1	PAO1-like
ERX3552258	38.8813905596805	0.20299938933545197	PAO1	PAO1-like
ERX3552259	38.985392922694544	0.264139386667306	PAO1	PAO1-like
ERX3552260	38.135921984715495	0.275455047166346	PAO1	PAO1-like
ERX3552261	37.53753069708165	0.3217135176903089	PAO1	PAO1-like
ERX3552262	43.51630354124945	0.275346823421682	PAO1	PAO1-like
ERX3552263	40.60706880209679	0.280283004536868	PAO1	PAO1-like
ERX3552264	40.40595668693655	0.32965423685295697	PAO1	PAO1-like
ERX3552265	78.8645981701313	0.12380432265874698	PAO1	PAO1-like
ERX3552266	44.79103914845885	0.26686225564119	PAO1	PAO1-like
ERX3552267	39.2778039836424	0.22103382792482199	PAO1	PAO1-like
ERX3552268	39.876103732340695	0.28568736714933696	PAO1	PAO1-like
ERX3558798	63.869157990177	0.312799473925792	PAO1	PAO1-like
ERX3558799	66.80536289468816	0.35220969295013105	PAO1	PAO1-like
ERX3558800	61.8541433529399	0.272590500525004	PAO1	PAO1-like
ERX3558801	56.2632861709353	0.36815683852914	PAO1	PAO1-like
ERX3558802	63.751048542361154	0.300754833458801	PAO1	PAO1-like
ERX3558803	61.00666695025815	0.310937777811301	PAO1	PAO1-like
ERX3558804	61.992810070421996	0.36616135901105107	PAO1	PAO1-like
ERX3558805	59.39263104361571	0.339871317787472	PAO1	PAO1-like
ERX3593017	107.93290724854901	0.381389183110544	PAO1	PAO1-like
ERX3593018	104.6515986303605	0.4688687988672079	PAO1	PAO1-like
ERX3593019	95.0344654652533	0.59027036222868	PAO1	PAO1-like
ERX3593020	63.77380641994055	0.300754833458801	PAO1	PAO1-like
ERX3593021	61.03412769524125	0.311557732326194	PAO1	PAO1-like
ERX3593022	61.976325474954194	0.36616135901105107	PAO1	PAO1-like
ERX3834789	76.0918288411505	0.849994048720992	PAO1	PAO1-like
ERX3834790	74.790137414599	0.6062818755184529	PAO1	PAO1-like
ERX3834791	82.8564267690132	0.846850923805075	PAO1	PAO1-like
ERX3834792	76.5344552668507	0.47583344024335705	PAO1	PAO1-like
ERX3834793	67.6597274057427	0.64697731959299	PAO1	PAO1-like
ERX3834794	62.11040605745725	0.206985067723496	PAO1	PAO1-like
ERX3834795	73.549296593579	0.493963690066469	PAO1	PAO1-like
ERX3834796	74.96082752601424	0.994447700682555	PAO1	PAO1-like
ERX3834797	68.96763827005005	0.560233133224041	PAO1	PAO1-like
SRX105195	1.9492084787034198	58.59491668409025	PA14	PA14-like
SRX105196	2.54915259611252	56.9404547199465	PA14	PA14-like
SRX105197	4.37755293316892	75.78494566585529	PA14	PA14-like
SRX105199	5.60632857005708	74.60642520180691	PA14	PA14-like
SRX105200	17.6230166285171	82.8885491287478	PA14	PA14-like
SRX105201	13.4999042603314	50.2713308414889	PA14	PA14-like
SRX105202	9.88002965042116	89.4128664266189	PA14	PA14-like
SRX105203	6.6361149235276695	77.9705642304618	PA14	PA14-like
SRX156386	79.6989422939823	0.40996886958228795	PAO1	PAO1-like
