val_loss	val_kl_loss	val_recons_loss	loss	kl_loss	recons_loss	learning_rate	batch_size	epochs	kappa
2072.213307698568	11.372556686401367	2072.213134765625	2283.059932002315	14.414175987243652	2283.059814453125	0.001	10	120	0.01
2023.5950453016494	12.139464378356934	2023.5950927734375	2023.2903007224754	14.054497718811035	2023.2904052734375	0.001	10	120	0.01
2021.712878757053	13.762763023376465	2021.712890625	2006.5272375036168	14.487858772277832	2006.527099609375	0.001	10	120	0.01
1981.2520904541016	14.138587951660156	1981.252197265625	1992.3630766691986	14.89235782623291	1992.36279296875	0.001	10	120	0.01
1961.4109937879775	14.42767333984375	1961.4110107421875	1979.5230605513962	15.297982215881348	1979.5228271484375	0.001	10	120	0.01
1947.0870310465496	13.303791999816895	1947.0870361328125	1978.1578035707828	15.574294090270996	1978.157958984375	0.001	10	120	0.01
1959.1949412027996	14.504228591918945	1959.19482421875	1968.420866224501	15.911580085754395	1968.4205322265625	0.001	10	120	0.01
1950.5767178005642	14.417973518371582	1950.57666015625	1964.6208055284287	16.4667911529541	1964.620849609375	0.001	10	120	0.01
1939.2922804090713	14.011674880981445	1939.2921142578125	1964.592168737341	16.675485610961914	1964.5921630859375	0.001	10	120	0.01
1940.8914557562935	16.730060577392578	1940.8914794921875	1961.8038499620225	17.368831634521484	1961.8035888671875	0.001	10	120	0.01
1927.8839823404949	16.87684440612793	1927.8839111328125	1954.4589357729312	18.101078033447266	1954.4586181640625	0.001	10	120	0.01
1924.0094807942708	17.23469352722168	1924.009521484375	1941.0610877143013	18.69213104248047	1941.0611572265625	0.001	10	120	0.01
1917.0887434217666	17.292322158813477	1917.0885009765625	1935.7008339210793	19.32015609741211	1935.7008056640625	0.001	10	120	0.01
1920.5345391167534	17.086875915527344	1920.5343017578125	1931.3355961552372	19.624113082885742	1931.335693359375	0.001	10	120	0.01
1916.4227362738716	17.97409439086914	1916.4227294921875	1935.9707811143662	20.24787139892578	1935.970947265625	0.001	10	120	0.01
1910.024402194553	20.025146484375	1910.0245361328125	1932.9791446261936	21.043134689331055	1932.9788818359375	0.001	10	120	0.01
1905.6327819824219	20.83208656311035	1905.632568359375	1920.4611946388527	21.698034286499023	1920.4610595703125	0.001	10	120	0.01
1906.5109049479167	20.669815063476562	1906.5108642578125	1918.6602964048031	22.49889373779297	1918.6600341796875	0.001	10	120	0.01
1902.0945112440322	20.53668785095215	1902.0946044921875	1917.1928027117694	23.086801528930664	1917.1927490234375	0.001	10	120	0.01
