PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	comparison	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA14_14200	PA3851	0.3715536064224686	1.0189606385909271e-174				117.81293668863867	56.62491544763953	10.1486406076531	81.83308356062838	108.81656122843401	147.889884006045	441.86201729268487	3206.381049452326	431.7133766850318
PA14_06250	PA0478	0.19182700757413146	1.6979369582273773e-45		least stable	least stable in both	59.475323924756836	47.68655742247696	4.448915732613821	33.621908379980425	49.93676358728405	72.02939082188368	553.074338200664	2274.007758807192	548.6254224680501
PA14_14160	PA3853	0.6338482748197282	0.0				126.65546175493809	48.91535993222523	19.8593054972985	92.44054453231493	123.88903521789001	149.89402631674577	579.049234201041	2392.712437299145	559.1899287037426
PA14_73300	PA5559	0.7967867688841072	0.0	atpE		most stable in SPELL	4986.731894162738	7230.313066844463	61.568085943822496	1382.481951708635	2567.0308838952	4524.768618503155	61264.9249607242	52277427.04458178	61203.35687478038
PA14_62710	PA4740	0.8499320160782023	0.0	pnp	most stable	most stable in both	4941.408826836991	3550.66893482662	181.09432561788998	2243.3487582072303	4189.606509702695	6796.657944510553	21117.6552330125	12607249.884742804	20936.56090739461
PA14_46720	PA1358	0.6338797841460991	0.0				97.19236413774125	86.8229575449046	5.8766983717190815	44.84853617299989	78.31320915620196	120.23429085781349	787.438563135209	7538.225956844306	781.56186476349
PA14_62010	PA4688	0.6543243016084584	0.0	hitB			165.82423327278104	98.62664543108615	23.2931283484549	93.34441129869688	144.6255067867465	215.33032392156898	608.577097526401	9727.215188989187	585.2839691779461
PA14_20470	PA3370	0.7213205937783922	0.0				179.7775202212006	252.43834215641374	4.55387094840011	36.80424696754787	91.91457945073739	213.07654943388974	2496.5716753965	63725.11659067861	2492.0178044481
PA14_12640	PA3960	0.6520359070932558	0.0				23.471715021061694	16.314542451432594	1.75703680726577	11.457997585858676	19.186969562007597	32.45692065754717	144.295268716175	266.16429539959626	142.53823190890924
PA14_08150	PA0628	0.3529228862213663	1.169487904693554e-156			most stable in SPELL	759.5534619249122	2239.775836297271	12.7902805826493	137.01187796354873	286.31670266069295	556.6963159745262	25192.1136317875	5016595.796861139	25179.32335120485
PA14_19610	PA3440	0.7947369489680081	0.0			most stable in SPELL	337.1594331228291	452.6265516775539	22.803483256943608	115.79831258991325	201.4787529368055	353.01339687052774	3350.75135295444	204870.79528351338	3327.947869697496
PA14_48970	PA0720	0.3151136788787155	1.3671688163529021e-123				48.00644561862735	422.44763574605156	0.30262719449986897	13.22590218748485	21.604587148405145	37.33938959041558	10148.1051091195	178462.00494742865	10147.802481925
PA14_47850	PA1267	0.8703744673414209	0.0		most stable	most stable in counts	18.88617936180144	25.669980098257124	1.3326390284544498	6.31826364987997	11.0337572078296	19.952097462016955	219.26591583270599	658.9478782449169	217.93327680425153
PA14_29920	PA2644	0.765826614635795	0.0	nuoI			482.47255328497545	321.1588376722015	19.819954744201397	261.3015360141795	416.691918327777	676.561476851835	2588.81173926022	103142.99901495948	2568.9917845160185
PA14_00550	PA0043	0.7295947082462846	0.0				97.81002664864803	59.08174863270424	17.8604740699469	64.90706539159348	85.22854911134566	115.32820614741826	798.807120350914	3490.6530214980494	780.9466462809671
PA14_19900	PA3417	0.7083193446112815	0.0				358.727331208694	889.7728677384154	1.40421829232972	17.026138321034047	97.9406749877624	294.04377887337927	9381.67306116044	791695.7561634436	9380.26884286811
PA14_64170	PA4851	0.8282354911510623	0.0		most stable	most stable in both	418.0489534882931	365.7531795241679	20.809502970203603	197.384670431203	307.861193578812	471.0112902206001	2056.4016440609807	133775.3883320382	2035.5921410907772
PA14_45770	PA1446	0.5715114867869466	0.0	fliP			258.4817881376749	155.79070882590813	37.2463540867214	137.45940487156426	204.35926390516698	367.61917070715447	1136.98134785555	24270.744956478888	1099.7349937688286
PA14_30830	PA2572	0.8034419169264114	0.0			most stable in SPELL	654.5492393146276	754.8641015471526	6.527141286147518	115.46406676342176	323.571396817296	1022.980010919315	4940.04953364039	569819.8118045899	4933.522392354243
PA14_21970	PA3249	0.7663520811200077	0.0				50.97592848989101	42.56138033665862	1.05665846218433	19.44701968410458	42.77628794392665	72.59018933968461	369.605894170877	1811.4710961617113	368.54923570869266
PA14_38770	PA1990	0.7869700152998758	0.0				87.8967208266941	77.31781141708632	0.4482160608235461	31.895903259239525	66.3927008304422	126.59717319121675	411.012941834355	5978.043962328124	410.56472577353145
PA14_44660	PA1529	0.6845046111005122	0.0	ligA			975.7176371514207	614.414279507083	155.86480397091	574.7852041091475	804.266435187806	1245.13799649323	5659.47124183182	377504.906862208	5503.606437860911
PA14_17920	PA3585	0.2931887634073733	1.699518691042193e-106	glpM			56.86305910192809	149.52318355878157	2.39364494285379	19.4376096448147	32.97520288683735	52.66177049212757	2035.82373364487	22357.182421553087	2033.430088702016
PA14_53850	PA0804	0.8242288809802287	0.0		most stable	most stable in counts	175.2382802186553	113.80902420213918	6.527141286147518	96.9926196946269	152.666589870626	223.00556853109825	734.998261126378	12952.493989843102	728.4711198402305
PA14_35490	PA2250	0.7044638951822335	0.0	lpdV			1906.9944677122653	2843.191917314085	2.3288929726773797	324.378348523301	1137.627598425945	2367.194953788088	28723.5860446381	8083740.278680143	28721.257151665424
PA14_16210	PA3726	0.7970828444840987	0.0				139.68913963312013	184.6710906486197	6.7616143868958405	45.17922339640639	78.2214972652757	142.06135681350324	1568.3852236082098	34103.41172135071	1561.623609221314
PA14_14780	PA3810	0.7798069804328347	0.0	hscA			1547.1733314379076	1223.1414203868771	99.29652748649241	796.3436934211435	1176.0974887892548	1818.5595844297625	9720.30853824861	1496074.9342660273	9621.012010762117
PA14_66250	PA5012	0.6898082585712342	0.0	waaF			855.4093238264466	794.2520025884677	100.30738056781601	462.01628407872175	661.276868035869	913.7930975990017	5363.52742646006	630836.2436157913	5263.220045892244
PA14_07560	PA0579	0.8296436785811441	0.0	rpsU	most stable	most stable in both	1118.8376937476517	1127.5244571152168	29.046485400984807	277.0730942895993	794.9762693991975	1567.76156955686	8202.68109377308	1271311.4013929644	8173.6346083720955
PA14_25830	PA2954	0.4053863981995302	1.0408282159955143e-210				98.61907549499678	48.162018627016934	16.9613224510939	68.29338348267183	91.03296030320732	116.472477319701	412.779969510682	2319.5800382291263	395.8186470595881
PA14_21840	PA3261	0.661574987149294	0.0				369.6479236114891	488.9765415141752	19.5814238584425	142.368522342355	232.21017174735	406.09259049858997	4398.17704414099	239098.05815116392	4378.595620282547
PA14_38850	PA1983	0.5884035379306823	0.0	exaB			15.627681501956456	57.30523020226995	0.4482160608235461	3.1056154444099975	5.762050315457715	10.524284017453875	874.443869656203	3283.8894085351517	873.9956535953794
PA14_63820	PA4826	0.631142979644904	0.0				90.9874662170006	219.78295118168086	1.8280394294231697	10.991013189432024	23.87697032589525	63.66533221314527	2878.6110801309	48304.54563012911	2876.7830407014767
PA14_51010	PA1030	0.3445319741635002	6.499913221904792e-149				387.5849225445463	337.1880627676415	67.3400940010559	201.5582481441885	293.7397177847205	445.9741315105133	3747.69692382137	113695.78967299494	3680.356829820314
PA14_26220	PA2925	0.8664870074490127	0.0	hisM	most stable	most stable in counts	18.130101789837976	20.386680285542198	0.5627344487490981	5.851865029353854	11.420010577955349	24.032120614378574	171.313598622118	415.6167330649149	170.7508641733689
PA14_35390	PA2257	0.8657730139916217	0.0	pvcD	most stable	most stable in counts	9.210853646911152	11.388130466492706	0.5139340011357371	3.899228721411277	6.2437907111295985	10.022342350771302	101.85482510752001	129.6895155218594	101.34089110638428
PA14_07380	PA0568	0.26898206601473434	2.6502403787887325e-89				93.01010453058429	68.17652000830788	15.4629182392193	53.933087247545195	75.06030390640484	106.48245721438725	652.080471975499	4648.037880443204	636.6175537362797
PA14_62970	PA4761	0.4547385948314324	2.8090053742984314e-271	dnaK			12351.551566224462	20936.9388716532	90.13360727247549	2337.4068388783276	6827.188893733754	13839.58188540275	246922.164624712	438355409.31534284	246832.03101743953
PA14_68280	PA5168	0.22618158108842665	5.261607507252586e-63				176.146291548234	177.97195141837676	12.3521834104276	69.39594176532725	119.8136088657055	205.21428247070025	1167.3619785011501	31674.015491665057	1155.0097950907225
PA14_15890	PA3751	0.7396483481499215	0.0	purT			340.38158117857427	183.90042930274979	30.4459218229593	203.46314164125775	298.307243102075	446.49271140268706	1104.71722104886	33819.36789773567	1074.2712992259007
PA14_43900	PA1592	0.6494572309453679	0.0				2412.9758452073083	3542.6916537458746	30.800491180906402	606.4199706885885	1360.5865560641	2950.3073152358525	32333.2115751239	12550664.153520681	32302.411083942992
PA14_35290	PA2265	0.2875806895742124	2.3326352918080636e-102	gnd			340.99396190891105	559.3170743072513	0.582223243169344	145.43063354002803	223.64867912774451	375.8811680153562	10608.7978699444	312835.5896116233	10608.21564670123
PA14_36460	PA2175	0.6290586521635768	0.0				151.7463630580476	435.95683707639864	0.4482160608235461	18.722691608407768	50.49862742761265	125.260957396654	5490.847005475711	190058.3637936576	5490.398789414888
PA14_17340	PA3633	0.7145676150590435	0.0	ispD			208.65732485985032	226.5968779031245	12.3201964723626	101.588854470903	153.62887433002	254.33830839632648	2418.30584651765	51346.145075443506	2405.9856500452875
