PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA0118	PA14_01440	0.29044347835367496	1.7715044930436924e-104			84.37966596391067	87.01277349362917	0.0	30.805250049925696	56.0834326085596	98.6787936756175	743.5943971060318	7571.222751053615	743.5943971060318
PA1859	PA14_40440	0.1433281144187278	5.986934423742251e-26			106.68790792336554	91.4825494360286	0.0	50.28062693792803	78.02132219615544	118.34571695278375	584.117921222099	8369.056851315418	584.117921222099
PA3190	PA14_22980	0.25750802743576395	9.170620131869675e-82			2974.7285969286436	4619.591490516915	0.0	477.7087477986083	1386.1380597258599	3291.5254189724296	41815.1930431362	21340625.53925629	41815.1930431362
PA1009	PA14_51280	0.5499498926985721	0.0			448.62836201538397	387.755818347839	18.1289030679254	238.0759268050705	370.3384443619015	543.9309494823208	5826.229102095861	150354.57466260233	5808.100199027936
PA1065	PA14_50620	0.3296325963705233	9.188708804327614e-136			105.60481611075139	85.53495626742748	0.0	47.41899299298475	82.90777876004265	144.32272442124452	707.1843031459019	7316.228743670731	707.1843031459019
PA1605	PA14_43740	0.2655213968025987	5.314256719979167e-87			153.46787300063374	151.99175099039078	0.0	60.0850734544831	105.35929564877	193.54554542059824	1230.9357892170199	23101.492369124957	1230.9357892170199
PA3397	PA14_20140	0.3567772795439351	2.515904220604915e-160	fprA		1520.9036535934006	1333.3466953849468	120.07288696096501	686.5780175034522	1064.0328264929499	1799.8701890142347	8971.01690747815	1777813.410093958	8850.944020517185
PA5003	PA14_66150	0.507235772589687	0.0			521.5890659508833	348.532580181687	24.4115744501223	296.1364553859937	431.2770670613055	632.4883689861438	4354.8090223645095	121474.9594481041	4330.397447914387
PA0955	PA14_51910	0.5675436799901601	0.0		most stable	541.8588674015068	261.0399909388522	116.19462073635201	371.1526345170983	489.3683502970405	671.2390588610552	2259.90103846413	68141.87686935604	2143.706417727778
PA1802	PA14_41230	0.5939574768377739	0.0	clpX	most stable	10519.402304918236	8392.0752033233	857.5722124463811	5997.830776845853	8442.478935425996	12391.239787153776	107114.01601102	70426926.21823381	106256.44379857361
PA4556	PA14_60320	0.1460976130635579	6.583258219135372e-27	pilE		310.33960024452625	319.714154418368	0.0	131.63268327576026	225.93953692815103	393.2339685235288	3264.17624075921	102217.14053545207	3264.17624075921
PA4946	PA14_65350	0.6211336269581796	0.0	mutL	most stable	1384.7387234579871	766.8952005274247	245.274272043596	870.5192195921526	1261.30914646687	1628.78434578378	6528.82742898552	588128.2485919989	6283.553156941924
PA3795	PA14_14990	0.573806764915523	0.0		most stable	593.8343021540315	671.932594010246	29.130880211556697	229.83535150516826	423.964466094965	728.4204318733488	11444.0842327306	451493.4108933381	11414.953352519044
PA3491	PA14_18920	0.4870715372481985	8.243175e-317			311.5307579997643	262.57595049396764	33.4238151008145	161.53802728720552	250.99573797261002	355.21592948277305	2340.90909468496	68946.12977781055	2307.4852795841457
PA5436	PA14_71740	0.35914251291978666	1.389283821284781e-162			2012.7263537800313	2237.6140040101604	118.941480942689	704.1569317643008	1477.500677565055	2678.5477858953477	23296.8333990016	5006916.430942383	23177.89191805891
PA2323	PA14_34600	0.3001839798855893	8.2399717998221825e-112			625.1317777425619	631.0919631018342	0.0	194.42619081803025	415.25446503805404	862.296483871175	5072.40882451309	398277.0658917268	5072.40882451309
PA3990	PA14_12180	0.27556428413266554	7.970798889966079e-94			48.08777020355926	116.38720206023682	0.0	7.949948698862174	18.042299487121895	41.28860970395935	1266.3536865303302	13545.980803410393	1266.3536865303302
PA2902	PA14_26540	0.2957159278376421	2.0654360376877322e-108			269.09574586534717	130.37728708133767	0.0	190.242483262824	243.75200475047302	327.3341728263405	853.589014204577	16998.23698668954	853.589014204577
PA1093	PA14_50280	0.4200640896608315	1.0136705398136719e-227			1042.5436028113477	1642.34610716111	0.0	348.094596116915	710.3659754630626	1362.3147063197898	29797.2458168375	2697300.7357072523	29797.2458168375
PA1477	PA14_45350	0.4653448827601044	1.035386015754038e-285	ccmC		387.51994922561875	222.06038181497854	8.79298823565043	248.6784556677555	337.1825324273625	471.9338204204013	2203.31327621393	49310.81317181405	2194.5202879782796
PA2454	PA14_32880	0.3227280752582743	6.6831511707706595e-130			139.53017924276375	106.99410571502948	4.72676486061754	70.02517476064003	113.42770884377349	173.703286928618	742.041180221669	11447.738657758904	737.3144153610515
PA2694	PA14_29280	0.2161810521352507	1.348995763501166e-57	trx2		44.360036673876564	34.33504876653212	0.0	21.0184289983369	35.873077051476756	56.882339203887696	256.269712651519	1178.8955738001387	256.269712651519
PA3367	PA14_20550	0.1826575229884372	2.369840120754245e-41			58.98888122865094	48.42703853824133	0.0	27.524530707346127	44.991259176268	76.17410379503085	370.7209085281729	2345.178061584311	370.7209085281729
PA0994	PA14_51450	0.3388900763543071	7.267856895734591e-144	cupC3		364.18175042076155	611.6068729488948	16.488346485378194	99.03941719094567	184.656743699879	359.43783702000775	7467.531162829259	374062.9670383255	7451.042816343881
PA1147	PA14_49570	0.15146343509296173	8.075907485233903e-29			115.94779398955896	154.31774104719494	0.0	30.320426720924825	60.618499046348894	135.07476336353352	1183.26162286685	23813.965201909115	1183.26162286685
PA0138	PA14_01690	0.19943558233688188	4.0823017598654476e-49			107.3068805509551	173.04010839155166	0.0	18.83099239028935	45.321939435126396	101.1624129717585	1275.8120311735902	29942.879112159946	1275.8120311735902
PA4200	PA14_09610	0.17867756856791314	1.2890901753319796e-39			224.8322517974649	318.7012307762754	0.0	75.69897455520442	135.13479481771498	233.78753415385725	4679.76499643112	101570.47449831275	4679.76499643112
PA2984	PA14_25480	0.27404657121506465	8.94389644895482e-93			191.51185058060094	248.16345647396446	0.0	51.45375510469483	101.688007381726	209.5306678819018	1737.42107263082	61585.10112910525	1737.42107263082
PA3180	PA14_23100	0.14979242777726492	3.2358942426895604e-28			110.93642377210084	85.24322626173051	0.0	52.71122737238382	86.9957951754811	141.337257269563	625.58716962597	7266.407623508582	625.58716962597
PA0157	PA14_01960	0.40923737614474104	4.04859446767763e-215	triB		221.52755946052736	162.78254321727576	0.0	115.4274837353	174.434883505181	281.001352345314	1272.95317203468	26498.15637628425	1272.95317203468
PA3789	PA14_15080	0.2148896577188988	6.463061984414401e-57			360.5872974579509	345.6605376802154	7.8447396804078195	124.2044645161435	239.6137733584365	525.5389044394781	2382.69575078385	119481.2073093756	2374.8510111034425
PA1857	PA14_40490	0.2066919827395356	1.0630579146345524e-52			192.87630296622737	96.32419314788896	0.0	131.67796407538	174.3068245192245	238.06055648381624	689.071053324167	9278.350185591818	689.071053324167
PA2924	PA14_26230	0.1426261192831696	1.0404907985870982e-25	hisQ		39.01483005419526	75.12017712348293	0.0	2.3445402440891	9.69419271945609	30.865721352668515	425.379267834741	5643.041011063448	425.379267834741
PA1565	PA14_44260	0.2161684117610045	1.369910684803773e-57	pauB2		149.88369062666615	159.4963770319028	0.0	53.31371753228139	101.44844566434801	174.09907456837874	1088.3836404348199	25439.09428630289	1088.3836404348199
PA3255	PA14_21900	0.3348779540328683	2.5532342414386805e-140			202.57201517865278	89.58532293380516	9.075907784996518	140.8099350409055	192.42770080030402	251.8141421326175	900.0450700073642	8025.530085154157	890.9691622223677
PA3614	PA14_17570	0.4684345792448298	5.353075150878033e-290			1405.227439655599	1720.0053497540712	55.141614718132494	514.1074312637527	887.6740903906666	1593.284068726445	14811.848155809099	2958418.403182625	14756.706541090967
PA4912	PA14_64890	0.2575956227657006	8.056396175738155e-82			119.52889267759886	198.4260528384946	0.0	23.182141900730123	51.0229832810565	124.054385752937	2032.7002753468805	39372.89844506505	2032.7002753468805
PA4452	PA14_57830	0.3502657055484329	3.294999922612087e-154			363.3512825737767	524.4559190126164	0.0	136.66914593000476	232.64974245758003	400.65734492792103	6636.14640698049	275054.01098736806	6636.14640698049
PA5213	PA14_68850	0.4877305809031307	8.653046e-318	gcvP1		818.7733961029619	903.2758505025608	41.0809349702353	240.08307479128024	516.461593646673	1105.126926552	8451.55768521148	815907.2621011246	8410.476750241243
PA0464	PA14_06070	0.4493851025727194	2.929617988921486e-264	creC		280.45397484752505	235.10218370617147	9.29964740957041	132.709256688228	203.800156744215	333.92184842683673	1763.2761699612604	55273.036783410396	1753.97652255169
PA2360	PA14_34140	0.3217916251526833	4.057293429697673e-129	hsiA3		163.35877207619905	220.53406627597099	0.0	33.35924690976247	90.66449745224108	214.22848586572073	2359.36548939483	48635.27438821436	2359.36548939483
PA0630	PA14_08180	0.33418882431374936	1.0251578302826294e-139			178.46310342567753	530.3740188525369	0.0	23.576022176155497	57.00690669778945	150.48994397540702	9296.780035162059	281296.59987379116	9296.780035162059
PA3952	PA14_12740	0.4571945704793905	1.2966877766211192e-274			291.39637927316886	643.6391173437579	6.27579174432625	75.9427090522561	162.352444806966	331.757269157683	11264.0784922321	414271.3133750518	11257.802700487773
PA0850	PA14_53270	0.1785387659674933	1.4793932108551353e-39			55.816779120627714	88.86909778819654	0.0	18.245876865940573	36.43249905097285	65.32539481697538	1599.67271711811	7897.716541688039	1599.67271711811
PA0801	PA14_53880	0.37957951029571296	6.56678434057358e-183			252.73166379310067	344.72971417550673	0.0	75.08829418070448	164.0173328696215	311.9604428452677	5548.80633397656	118838.57583552657	5548.80633397656
PA0865	PA14_53070	0.2856808240463235	5.366401332046624e-101	hpd		5316.041612815399	8786.525476303092	14.351761580439	812.9494509911642	2761.4384081444805	6396.781523856105	112255.59129095699	77203029.94572327	112241.23952937654
PA3851	PA14_14200	0.21501133795717575	5.578472006088928e-57			261.61409508608114	201.7616876772499	6.290609670722599	133.59968023746	212.055753173635	314.90128635503254	1895.6802486134693	40707.77861437214	1889.3896389427466
PA1716	PA14_42350	0.485242719330828	4.1817251926e-314	pscC		302.0795917398325	509.84143469857025	0.0	91.4379761052739	167.52070196201652	320.18221496266125	7365.945692286759	259938.28853549648	7365.945692286759
PA0212	PA14_02590	0.23236936895911106	1.6623484123442637e-66	mdcE		128.42995588885142	280.3838864857023	0.0	8.930020690635702	26.79225702319735	102.24806341268027	2154.3751716053307	78615.12380082719	2154.3751716053307
PA3187	PA14_23010	0.2646581818702235	1.9879017688306206e-86			1247.3451346769443	2204.828609116955	0.0	159.43493265635402	534.448584680429	1410.8070384629575	22855.259105921294	4861269.195580605	22855.259105921294
PA3088	PA14_24220	0.3977857971953118	2.738879998972678e-202			341.6324621998716	181.4548514773055	79.38721681708071	238.0526500472095	313.5810478249805	403.791603106067	2917.4234538483697	32925.863124651005	2838.036237031289
PA3293	PA14_21460	0.1844653785646112	3.7410800803652287e-42			61.6451092684562	71.3472681589016	0.0	21.220054184398826	35.29836081482905	65.86948180668716	567.311242726077	5090.432673738214	567.311242726077
PA3116	PA14_23810	0.2851821346621877	1.2311148989457966e-100			353.1512309228537	332.4711562381511	0.0	172.64225264715927	257.22151598426854	414.69524836817743	3208.80332289338	110537.06973033307	3208.80332289338
PA5524	PA14_72880	0.2890062585391661	2.0232063109621525e-103			276.5441732517201	414.37110764548095	0.0	104.39653542837725	189.47733756724148	292.4065845659317	5011.6549303926095	171703.41485134276	5011.6549303926095
PA1490	PA14_45150	0.1927819691362925	5.981040676092898e-46			77.9673860690586	70.96950885862023	0.0	37.14292235240151	55.40458301524795	89.7440800604436	480.594992606232	5036.671187633775	480.594992606232
PA0251	PA14_03100	0.10378466670371704	2.7565724341903224e-14		least stable	35.742953655148455	69.06053112672103	0.0	6.077436181674154	19.4284496010752	38.66015515258777	1403.23228594971	4769.356959504805	1403.23228594971
PA4357	PA14_56670	0.2800485249150376	5.75077973157503e-97			117.41055270558421	345.2093631246255	0.0	18.376377154411273	50.0302335057646	114.01656459400549	5955.33284661343	119169.50438890954	5955.33284661343
PA1840	PA14_40710	0.3178868394970584	6.985410525341463e-126			139.82734935509038	93.58179652323618	0.0	83.2955238014266	124.58568972437999	177.6289754245365	1618.79030313517	8757.552640516378	1618.79030313517
